,user.index,sugg.decision.utime,sugg.response.utime,sugg.device.since,interaction.count,send.active,send.sedentary,recognized.activity,tag.active,tag.indoor,tag.outdoor,tag.outdoor_snow,front.end.application,response,dec.location.category,dec.weather.condition,dec.temperature,dec.windspeed,dec.precipitation.chance,dec.snow,jbmins30,jbsteps30,jbmins60,jbsteps60,jbmins120,jbsteps120,Time of Day
311,2,2015-07-31 00:32:02,2015-07-31 01:02:04,0.0,0.0,False,True,STILL,False,True,True,False,OFF,no_response,"university,point_of_interest,establishment",Clear,24.7,0.0,0.0,0.0,2.0,47.0,3.0,66.0,11.0,306.0,00:32:02
316,2,2015-08-01 00:30:59,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,"electronics_store,store,point_of_interest,establishment",Clear,25.8,5.0,15.0,0.0,0.0,0.0,3.0,68.0,12.0,382.0,00:30:59
319,2,2015-08-01 19:01:41,Unknown,0.0,-1.0,True,False,UNKNOWN,True,True,True,True,OFF,No Response,"pharmacy,store,health,point_of_interest,establishment",Scattered Clouds,28.0,16.0,15.0,0.0,11.0,365.0,19.0,832.0,42.0,1929.0,19:01:41
320,2,2015-08-01 22:03:36,2015-08-01 22:27:23,0.0,0.0,True,False,STILL,True,True,True,False,OFF,good,"university,point_of_interest,establishment",Partly Cloudy,27.9,3.0,15.0,0.0,1.0,36.0,1.0,36.0,2.0,90.0,22:03:36
324,2,2015-08-02 19:00:57,Unknown,0.0,-1.0,False,True,STILL,False,False,True,False,OFF,No Response,"electronics_store,store,point_of_interest,establishment",Clear,31.4,7.0,15.0,0.0,6.0,140.0,11.0,309.0,26.0,803.0,19:00:57
326,2,2015-08-03 00:32:56,2015-08-03 01:03:00,0.0,0.0,False,True,STILL,False,True,True,True,OFF,no_response,"university,point_of_interest,establishment",Clear,29.1,5.0,15.0,0.0,13.0,1185.0,13.0,1185.0,15.0,1275.0,00:32:56
332,2,2015-08-04 13:30:52,2015-08-04 13:32:12,0.0,16.0,False,True,ON_FOOT,False,True,True,False,OFF,good,"university,point_of_interest,establishment",Clear,19.0,1.0,0.0,0.0,0.0,0.0,2.0,40.0,6.0,274.0,13:30:52
333,2,2015-08-04 17:02:39,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,"university,point_of_interest,establishment",Clear,25.1,5.0,0.0,0.0,12.0,1000.0,15.0,1244.0,15.0,1244.0,17:02:39
334,2,2015-08-04 19:02:40,2015-08-04 19:03:07,0.0,0.0,False,True,STILL,False,True,True,False,OFF,good,"university,point_of_interest,establishment",Partly Cloudy,25.5,5.0,1.0,0.0,12.0,929.0,19.0,1517.0,20.0,1547.0,19:02:40
335,2,2015-08-04 22:02:41,Unknown,0.0,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,"university,point_of_interest,establishment",Partly Cloudy,25.7,4.0,0.0,0.0,4.0,90.0,14.0,932.0,41.0,2597.0,22:02:41
341,2,2015-08-06 00:30:59,Unknown,0.0,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,"university,atm,finance,point_of_interest,establishment",Clear,21.9,0.0,0.0,0.0,2.0,38.0,2.0,38.0,2.0,38.0,00:30:59
343,2,2015-08-06 17:01:31,Unknown,0.0,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,"university,point_of_interest,establishment",Partly Cloudy,22.6,4.0,0.0,0.0,7.0,671.0,17.0,1566.0,44.0,3511.0,17:01:31
344,2,2015-08-06 19:03:28,2015-08-06 19:03:12,0.0,0.0,False,True,STILL,False,True,True,False,OFF,good,"university,point_of_interest,establishment",Partly Cloudy,23.6,2.0,0.0,0.0,0.0,0.0,4.0,105.0,4.0,105.0,19:03:28
346,2,2015-08-07 00:33:29,Unknown,0.0,-1.0,True,False,STILL,True,False,True,False,OFF,No Response,"home_goods_store,store,point_of_interest,establishment",Clear,22.1,0.0,0.0,0.0,0.0,0.0,4.0,127.0,8.0,218.0,00:33:29
347,2,2015-08-07 13:31:09,Unknown,0.0,-1.0,True,False,STILL,True,True,True,False,com.citi.citimobile,No Response,"university,point_of_interest,establishment",Clear,20.7,0.0,0.0,0.0,0.0,0.0,15.0,1133.0,23.0,1761.0,13:31:09
350,2,2015-08-07 22:01:34,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,"university,point_of_interest,establishment",Mostly Cloudy,23.7,4.0,0.0,0.0,18.0,1446.0,28.0,1866.0,37.0,2322.0,22:01:34
352,2,2015-08-08 13:33:40,2015-08-08 13:33:54,0.0,0.0,True,False,STILL,True,False,True,False,OFF,bad,"electronics_store,store,point_of_interest,establishment",Overcast,17.7,2.9,15.0,0.0,2.0,47.0,8.0,217.0,8.0,217.0,13:33:40
354,2,2015-08-08 19:02:42,2015-08-08 19:14:01,0.0,0.0,True,False,STILL,True,False,True,False,OFF,good,"university,point_of_interest,establishment",Overcast,23.3,0.7,15.0,0.0,2.0,49.0,12.0,365.0,26.0,970.0,19:02:42
355,2,2015-08-08 22:04:18,2015-08-08 22:19:37,0.0,0.0,False,True,STILL,False,True,True,False,OFF,good,"university,point_of_interest,establishment",Overcast,22.8,0.0,0.0,0.0,3.0,71.0,9.0,433.0,13.0,546.0,22:04:18
357,2,2015-08-09 13:33:53,2015-08-09 14:04:18,0.0,0.0,True,False,STILL,True,False,True,False,OFF,no_response,"university,point_of_interest,establishment",Partly Cloudy,21.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13:33:53
358,2,2015-08-09 17:01:24,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,"electronics_store,store,point_of_interest,establishment",Overcast,24.3,4.0,0.0,0.0,7.0,571.0,7.0,571.0,14.0,908.0,17:01:24
361,2,2015-08-10 00:31:39,Unknown,0.0,-1.0,True,False,STILL,True,False,True,False,OFF,No Response,"university,point_of_interest,establishment",Mostly Cloudy,23.0,0.0,0.0,0.0,7.0,362.0,8.0,391.0,14.0,725.0,00:31:39
362,2,2015-08-10 13:38:15,Unknown,0.0,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,"university,point_of_interest,establishment",Partly Cloudy,21.5,0.0,36.0,0.0,0.0,0.0,17.0,1586.0,17.0,1586.0,13:38:15
363,2,2015-08-10 17:01:51,Unknown,0.0,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,"university,point_of_interest,establishment",Overcast,25.4,0.0,60.0,0.0,3.0,193.0,3.0,193.0,16.0,796.0,17:01:51
364,2,2015-08-10 19:01:33,2015-08-10 19:35:00,0.0,0.0,True,False,STILL,True,False,True,False,OFF,no_response,"university,point_of_interest,establishment",Thunderstorm,22.7,1.0,15.0,0.0,0.0,0.0,2.0,61.0,2.0,61.0,19:01:33
371,2,2015-08-12 00:32:05,2015-08-12 01:02:12,0.0,0.0,False,True,STILL,False,True,True,False,OFF,no_response,"store,health,point_of_interest,establishment",Overcast,22.6,11.6,15.0,0.0,0.0,0.0,0.0,0.0,7.0,227.0,00:32:05
372,2,2015-08-12 13:31:29,2015-08-12 13:49:57,0.0,0.0,False,True,STILL,False,True,True,False,OFF,good,"university,point_of_interest,establishment",Clear,17.3,4.0,0.0,0.0,1.0,38.0,1.0,38.0,20.0,1638.0,13:31:29
373,2,2015-08-12 17:01:19,Unknown,0.0,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,"university,point_of_interest,establishment",Partly Cloudy,20.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,362.0,17:01:19
375,2,2015-08-12 22:02:22,2015-08-12 22:03:01,0.0,0.0,True,False,UNKNOWN,True,True,True,True,com.kakao.talk,good,"university,point_of_interest,establishment",Mostly Cloudy,23.7,1.0,0.0,0.0,18.0,1447.0,39.0,2762.0,39.0,2762.0,22:02:22
376,2,2015-08-13 00:31:51,2015-08-13 01:02:08,0.0,0.0,False,True,STILL,False,True,True,True,OFF,no_response,"university,atm,finance,point_of_interest,establishment",Clear,20.2,0.0,0.0,0.0,2.0,78.0,2.0,78.0,2.0,78.0,00:31:51
378,2,2015-08-13 17:00:55,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,"university,point_of_interest,establishment",Clear,25.3,5.0,0.0,0.0,1.0,22.0,5.0,125.0,5.0,125.0,17:00:55
382,2,2015-08-14 13:31:59,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,"university,point_of_interest,establishment",Partly Cloudy,23.8,3.0,15.0,0.0,9.0,791.0,16.0,1451.0,16.0,1451.0,13:31:59
383,2,2015-08-14 17:01:45,2015-08-14 17:03:02,0.0,0.0,False,True,STILL,False,False,True,False,OFF,good,"university,point_of_interest,establishment",Partly Cloudy,26.5,3.1,15.0,0.0,1.0,17.0,17.0,1452.0,21.0,1579.0,17:01:45
384,2,2015-08-14 19:02:20,2015-08-14 19:32:23,0.0,0.0,True,False,STILL,True,False,True,False,OFF,no_response,"university,point_of_interest,establishment",Partly Cloudy,27.9,1.6,15.0,0.0,16.0,1187.0,21.0,1593.0,22.0,1629.0,19:02:20
387,2,2015-08-15 13:32:14,Unknown,0.0,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,"electronics_store,store,point_of_interest,establishment",Partly Cloudy,21.8,3.0,3.0,0.0,0.0,0.0,7.0,312.0,19.0,807.0,13:32:14
392,2,2015-08-16 13:32:14,Unknown,0.0,-1.0,True,False,STILL,True,True,True,False,com.sec.android.app.clockpackage,No Response,"university,point_of_interest,establishment",Clear,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,302.0,13:32:14
393,2,2015-08-16 17:01:29,Unknown,0.0,-1.0,False,True,STILL,False,False,True,False,OFF,No Response,"electronics_store,store,point_of_interest,establishment",Mostly Cloudy,28.6,3.0,0.0,0.0,5.0,473.0,5.0,473.0,16.0,1017.0,17:01:29
394,2,2015-08-16 19:01:40,Unknown,0.0,-1.0,True,False,UNKNOWN,True,True,True,True,OFF,No Response,"electronics_store,store,point_of_interest,establishment",Partly Cloudy,29.6,4.0,0.0,0.0,0.0,0.0,3.0,126.0,42.0,2206.0,19:01:40
395,2,2015-08-16 22:01:41,Unknown,0.0,-1.0,True,False,UNKNOWN,True,True,True,True,OFF,No Response,"bakery,store,food,point_of_interest,establishment",Clear,29.5,1.6,0.0,0.0,11.0,543.0,27.0,1201.0,42.0,1962.0,22:01:41
397,2,2015-08-17 13:34:16,Unknown,0.0,-1.0,True,False,STILL,True,False,True,False,OFF,No Response,"university,point_of_interest,establishment",Clear,24.9,2.0,15.0,0.0,7.0,675.0,7.0,675.0,7.0,675.0,13:34:16
399,2,2015-08-17 19:01:15,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,"university,point_of_interest,establishment",Partly Cloudy,29.5,1.0,30.0,0.0,17.0,1273.0,30.0,2366.0,37.0,2786.0,19:01:15
405,2,2015-08-18 22:01:41,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,"university,point_of_interest,establishment",Partly Cloudy,26.6,0.0,35.0,0.0,0.0,0.0,14.0,791.0,14.0,791.0,22:01:41
406,2,2015-08-19 00:32:36,2015-08-19 01:02:39,0.0,0.0,False,True,STILL,False,True,True,False,OFF,no_response,"university,point_of_interest,establishment",Clear,25.5,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:32:36
408,2,2015-08-19 17:02:56,Unknown,0.0,-1.0,True,False,STILL,True,False,True,False,OFF,No Response,"university,point_of_interest,establishment",Clear,27.6,8.0,15.0,0.0,1.0,22.0,9.0,701.0,13.0,903.0,17:02:56
409,2,2015-08-19 19:04:06,2015-08-19 19:34:35,0.0,0.0,True,False,STILL,True,False,True,False,OFF,no_response,"university,point_of_interest,establishment",Mostly Cloudy,24.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,19:04:06
410,2,2015-08-19 22:02:30,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,"university,point_of_interest,establishment",Partly Cloudy,27.1,3.0,35.0,0.0,0.0,0.0,0.0,0.0,18.0,1584.0,22:02:30
411,2,2015-08-20 00:31:54,Unknown,0.0,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,"university,point_of_interest,establishment",Partly Cloudy,25.7,1.0,15.0,0.0,18.0,758.0,21.0,907.0,22.0,926.0,00:31:54
412,2,2015-08-20 13:31:37,Unknown,0.0,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,"university,point_of_interest,establishment",Clear,17.7,7.0,0.0,0.0,0.0,0.0,1.0,19.0,15.0,1431.0,13:31:37
414,2,2015-08-20 19:04:17,2015-08-20 19:34:56,0.0,0.0,True,False,STILL,True,True,True,False,OFF,no_response,"university,point_of_interest,establishment",Mostly Cloudy,21.8,7.0,1.0,0.0,2.0,30.0,20.0,1657.0,24.0,1916.0,19:04:17
417,2,2015-08-21 13:31:50,2015-08-21 14:01:52,0.0,0.0,False,True,STILL,False,True,True,False,OFF,no_response,"university,point_of_interest,establishment",Clear,18.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,74.0,13:31:50
418,2,2015-08-21 17:01:23,Unknown,0.0,-1.0,True,False,STILL,True,False,True,False,OFF,No Response,"university,point_of_interest,establishment",Clear,22.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,204.0,17:01:23
419,2,2015-08-21 19:01:58,2015-08-21 19:17:54,0.0,0.0,True,False,STILL,True,False,True,False,OFF,bad,"university,point_of_interest,establishment",Clear,23.2,1.6,0.0,0.0,10.0,610.0,10.0,610.0,20.0,1338.0,19:01:58
420,2,2015-08-21 22:02:59,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,"university,point_of_interest,establishment",Partly Cloudy,26.7,1.0,0.0,0.0,0.0,0.0,17.0,1502.0,48.0,3145.0,22:02:59
422,2,2015-08-22 13:31:58,2015-08-22 14:02:00,0.0,2.0,True,False,STILL,True,True,True,False,OFF,no_response,"university,point_of_interest,establishment",Clear,21.1,1.0,0.0,0.0,2.0,70.0,3.0,93.0,3.0,93.0,13:31:58
430,2,2015-08-23 22:03:04,2015-08-23 22:03:14,0.0,0.0,True,False,UNKNOWN,True,True,True,True,OFF,good,"electronics_store,store,point_of_interest,establishment",Partly Cloudy,24.4,2.0,65.0,0.0,8.0,264.0,10.0,361.0,15.0,496.0,22:03:04
432,2,2015-08-24 13:30:57,2015-08-24 14:01:01,0.0,0.0,True,False,STILL,True,True,True,False,OFF,no_response,"university,point_of_interest,establishment",Clear,17.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13:30:57
435,2,2015-08-24 22:01:44,Unknown,0.0,-1.0,True,False,STILL,True,True,True,True,OFF,No Response,"university,point_of_interest,establishment",Partly Cloudy,21.2,6.0,0.0,0.0,0.0,0.0,2.0,149.0,2.0,149.0,22:01:44
436,2,2015-08-25 00:31:00,Unknown,0.0,-1.0,True,False,STILL,True,False,True,False,com.kakao.talk,No Response,"university,point_of_interest,establishment",Overcast,19.1,1.0,0.0,0.0,5.0,189.0,7.0,252.0,7.0,252.0,00:31:00
440,2,2015-08-25 22:02:34,Unknown,0.0,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,"university,point_of_interest,establishment",Overcast,16.3,5.0,1.0,0.0,10.0,970.0,16.0,1454.0,19.0,1507.0,22:02:34
443,2,2015-08-26 17:01:37,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,"university,point_of_interest,establishment",Overcast,17.9,3.0,0.0,0.0,1.0,20.0,1.0,20.0,5.0,231.0,17:01:37
450,2,2015-08-27 22:02:05,Unknown,0.0,-1.0,True,False,STILL,True,False,True,False,OFF,No Response,"university,point_of_interest,establishment",Overcast,18.9,0.0,0.0,0.0,0.0,0.0,16.0,1362.0,22.0,1534.0,22:02:05
461,2,2015-08-30 00:32:16,Unknown,0.0,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,"university,point_of_interest,establishment",Overcast,20.7,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:32:16
462,2,2015-08-30 13:31:18,Unknown,0.0,-1.0,True,False,STILL,True,False,True,False,OFF,No Response,"university,point_of_interest,establishment",Overcast,19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13:31:18
465,2,2015-08-30 22:03:46,2015-08-30 22:36:14,0.0,1.0,True,False,STILL,True,False,True,False,OFF,no_response,"university,point_of_interest,establishment",Partly Cloudy,26.2,0.0,0.0,0.0,3.0,108.0,10.0,341.0,12.0,379.0,22:03:46
470,2,2015-08-31 22:02:03,2015-08-31 22:32:43,0.0,0.0,True,False,STILL,True,False,True,False,OFF,no_response,"university,point_of_interest,establishment",Clear,28.0,0.0,0.0,0.0,0.0,0.0,2.0,60.0,5.0,221.0,22:02:03
473,2,2015-09-01 17:01:31,Unknown,0.0,-1.0,True,False,STILL,True,False,True,False,OFF,No Response,"university,point_of_interest,establishment",Clear,29.2,0.0,0.0,0.0,14.0,1261.0,17.0,1328.0,36.0,2807.0,17:01:31
475,2,2015-09-01 22:01:53,Unknown,0.0,-1.0,True,False,STILL,True,False,True,False,OFF,No Response,"university,point_of_interest,establishment",Partly Cloudy,30.1,3.2,0.0,0.0,2.0,48.0,2.0,48.0,22.0,1680.0,22:01:53
478,2,2015-09-02 17:00:59,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,"university,point_of_interest,establishment",Mostly Cloudy,28.7,2.0,15.0,0.0,18.0,1652.0,20.0,1754.0,26.0,2250.0,17:00:59
483,2,2015-09-03 17:02:32,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,"university,point_of_interest,establishment",Clear,30.3,5.0,35.0,0.0,0.0,0.0,18.0,1451.0,19.0,1467.0,17:02:32
485,2,2015-09-03 22:01:05,Unknown,0.0,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,"university,point_of_interest,establishment",Partly Cloudy,21.9,0.0,35.0,0.0,0.0,0.0,7.0,690.0,10.0,846.0,22:01:05
488,3,2015-07-25 21:31:01,2015-07-25 21:44:39,0.719722222222222,0.0,True,False,STILL,True,True,True,False,OFF,good,"park,point_of_interest,establishment",Mostly Cloudy,30.4,0.0,15.0,0.0,2.0,42.0,7.0,280.0,10.0,374.0,21:31:01
490,3,2015-07-26 13:31:36,2015-07-26 14:02:14,0.0263888888888889,0.0,True,False,STILL,True,True,True,False,com.google.android.googlequicksearchbox,no_response,"gym,university,health,point_of_interest,establishment",Clear,24.1,4.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,264.0,13:31:36
491,3,2015-07-26 15:31:26,Unknown,0.0722222222222222,-1.0,True,False,STILL,True,False,True,False,OFF,No Response,"gym,university,health,point_of_interest,establishment",Clear,27.3,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15:31:26
492,3,2015-07-26 18:33:38,Unknown,0.286388888888889,-1.0,True,False,STILL,True,False,True,False,OFF,No Response,"gym,university,health,point_of_interest,establishment",Partly Cloudy,29.4,0.0,0.0,0.0,2.0,30.0,3.0,50.0,13.0,695.0,18:33:38
501,3,2015-07-28 15:32:36,Unknown,23.2352777777778,-1.0,True,False,STILL,True,False,True,False,OFF,No Response,work,Partly Cloudy,24.6,0.0,0.0,0.0,4.0,235.0,8.0,495.0,10.0,513.0,15:32:36
505,3,2015-07-29 13:31:31,Unknown,45.2172222222222,-1.0,False,True,STILL,False,True,True,False,com.google.android.apps.messaging,No Response,work,Mostly Cloudy,24.8,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,13:31:31
508,3,2015-07-29 20:35:17,Unknown,52.28,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,"home_goods_store,store,point_of_interest,establishment",Overcast,25.8,0.0,60.0,0.0,0.0,0.0,0.0,0.0,9.0,387.0,20:35:17
512,3,2015-07-30 18:32:14,Unknown,74.2291666666667,-1.0,True,False,STILL,True,False,True,False,com.google.android.apps.messaging,No Response,"funeral_home,park,point_of_interest,establishment",Clear,28.8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,265.0,18:32:14
513,3,2015-07-30 20:31:36,Unknown,76.2186111111111,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,"store,point_of_interest,establishment",Partly Cloudy,28.2,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,812.0,20:31:36
515,3,2015-07-31 13:31:53,Unknown,93.2233333333333,-1.0,True,False,STILL,True,True,True,False,com.google.android.apps.messaging,No Response,work,Clear,23.7,5.0,0.0,0.0,0.0,0.0,1.0,14.0,4.0,108.0,13:31:53
516,3,2015-07-31 15:21:32,Unknown,95.0508333333333,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,work,Clear,26.4,7.0,15.0,0.0,2.0,106.0,5.0,261.0,9.0,532.0,15:21:32
518,3,2015-07-31 20:35:00,Unknown,100.275277777778,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,work,Clear,26.4,7.0,15.0,0.0,6.0,257.0,9.0,328.0,9.0,328.0,20:35:00
519,3,2015-07-31 23:01:48,Unknown,102.721944444444,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,"store,food,point_of_interest,establishment",Clear,25.6,3.2,15.0,0.0,14.0,1291.0,28.0,2234.0,55.0,4492.0,23:01:48
520,3,2015-08-01 13:34:29,Unknown,117.266666666667,-1.0,False,True,STILL,False,True,True,False,com.google.android.gms.persistent,No Response,"gym,university,health,point_of_interest,establishment",Clear,22.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,7.0,255.0,13:34:29
521,3,2015-08-01 15:21:18,Unknown,119.046944444444,-1.0,True,False,STILL,True,False,True,False,OFF,No Response,"gym,university,health,point_of_interest,establishment",Clear,23.9,4.0,0.0,0.0,19.0,1878.0,31.0,2324.0,47.0,3120.0,15:21:18
525,3,2015-08-02 13:31:43,2015-08-02 13:50:53,141.220555555556,0.0,True,False,UNKNOWN,True,True,True,True,com.google.android.dialer,good,"gym,university,health,point_of_interest,establishment",Clear,22.7,0.0,15.0,0.0,0.0,0.0,2.0,52.0,6.0,143.0,13:31:43
526,3,2015-08-02 15:22:42,2015-08-02 15:52:45,143.070277777778,0.0,False,True,STILL,False,True,True,False,OFF,no_response,"gym,university,health,point_of_interest,establishment",Clear,27.1,2.9,15.0,0.0,0.0,0.0,1.0,20.0,7.0,226.0,15:22:42
528,3,2015-08-02 20:32:43,Unknown,148.237222222222,-1.0,True,False,UNKNOWN,True,True,True,True,com.facebook.katana,No Response,"gym,university,health,point_of_interest,establishment",Clear,32.5,11.0,30.0,0.0,16.0,1659.0,16.0,1659.0,20.0,1953.0,20:32:43
529,3,2015-08-02 23:01:32,2015-08-02 23:01:46,150.7175,0.0,True,False,STILL,True,False,True,False,OFF,good,"store,health,point_of_interest,establishment",Clear,30.8,3.8,15.0,0.0,1.0,21.0,1.0,21.0,5.0,362.0,23:01:32
530,3,2015-08-03 13:33:50,Unknown,165.255833333333,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,work,Clear,19.1,0.0,0.0,0.0,4.0,170.0,4.0,170.0,4.0,170.0,13:33:50
531,3,2015-08-03 15:22:30,Unknown,167.066944444444,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,work,Clear,19.1,0.0,0.0,0.0,4.0,208.0,4.0,208.0,4.0,208.0,15:22:30
535,3,2015-08-04 13:31:40,Unknown,189.219722222222,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,work,Mostly Cloudy,24.7,3.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,113.0,13:31:40
538,3,2015-08-04 20:31:30,Unknown,196.216944444444,-1.0,False,True,STILL,False,True,True,False,com.google.android.apps.messaging,No Response,work,Mostly Cloudy,24.7,3.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,198.0,20:31:30
540,3,2015-08-05 13:33:04,Unknown,213.243055555556,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,work,Clear,18.8,0.0,0.0,0.0,4.0,115.0,4.0,115.0,4.0,115.0,13:33:04
541,3,2015-08-05 15:21:30,2015-08-05 15:25:22,215.050277777778,0.0,True,False,STILL,True,True,True,False,OFF,good,work,Clear,21.7,0.0,0.0,0.0,0.0,0.0,4.0,295.0,9.0,572.0,15:21:30
542,3,2015-08-05 18:31:54,Unknown,218.223611111111,-1.0,False,True,STILL,False,True,True,False,OFF,No Response,work,Mostly Cloudy,25.9,0.0,0.0,0.0,0.0,0.0,3.0,107.0,5.0,262.0,18:31:54
544,3,2015-08-05 23:01:27,2015-08-05 23:01:41,222.716111111111,0.0,True,False,UNKNOWN,True,True,True,True,OFF,good,"shoe_store,store,point_of_interest,establishment",Overcast,24.0,-9999.0,0.0,0.0,8.0,322.0,16.0,592.0,35.0,2062.0,23:01:27
545,3,2015-08-06 13:35:50,2015-08-06 13:36:04,237.289166666667,0.0,True,False,STILL,True,False,True,False,OFF,bad,work,Partly Cloudy,18.2,0.0,0.0,0.0,1.0,44.0,7.0,297.0,8.0,310.0,13:35:50
547,3,2015-08-06 18:31:32,2015-08-06 18:33:46,242.2175,2.0,False,True,STILL,False,True,True,False,OFF,good,work,Clear,26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,279.0,18:31:32
549,3,2015-08-06 23:01:55,2015-08-06 23:31:58,246.723888888889,0.0,False,True,STILL,False,True,True,False,OFF,no_response,"car_dealer,store,point_of_interest,establishment",Partly Cloudy,23.1,4.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,317.0,23:01:55
550,3,2015-08-07 13:31:03,2015-08-07 13:44:26,261.209444444444,0.0,True,False,STILL,True,False,True,False,OFF,bad,work,Partly Cloudy,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,132.0,13:31:03
551,3,2015-08-07 15:21:03,2015-08-07 15:23:52,263.042777777778,0.0,True,False,STILL,True,True,True,False,OFF,good,work,Partly Cloudy,23.7,0.0,0.0,0.0,0.0,0.0,11.0,681.0,17.0,984.0,15:21:03
552,3,2015-08-07 18:31:39,2015-08-07 18:31:49,266.219444444444,0.0,False,True,STILL,False,True,True,True,com.google.android.googlequicksearchbox:search,good,work,Partly Cloudy,25.3,0.0,0.0,0.0,4.0,203.0,4.0,203.0,14.0,816.0,18:31:39
553,3,2015-08-07 20:34:27,Unknown,268.266111111111,-1.0,True,False,STILL,True,True,True,False,OFF,No Response,work,Partly Cloudy,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,751.0,20:34:27
